id,nr_matricol,nume,prenume,an,grupa,data_nastere,email,medie,inregistrat
56,258ZM8,Ichim,Catalin,1,A4,03-JUL-74,ichim.catalin@gmail.com,7.13
57,979SO1,Cozmiuc,Octavian,3,B4,29-AUG-74,cozmiuc.octavian@gmail.com,5.96
58,225FS1,Ventaniuc,Cristian,2,B4,27-NOV-74,ventaniuc.cristian@gmail.com,6.75
59,917CM2,Ivascu,Lucian,2,A2,23-MAY-74,ivascu.lucian@info.ro,6.75
60,905SI1,Milut,Claudiu,2,B3,24-FEB-74,milut.claudiu@info.ro,6.13
61,736LQ1,Bodnar,Georgiana,3,B6,23-FEB-74,bodnar.georgiana@gmail.com,6.25
62,308LE2,Motroi,Nicusor,2,A6,29-JAN-74,motroi.nicusor@info.ro,7.31
63,115BA5,Ciobotaru,Rares Gheorghe,2,B1,25-OCT-74,ciobotaru.rares@info.ro,7.56
64,744RI7,Eusebiu,Simona,2,A2,01-OCT-74,eusebiu.simona@info.ro,7.63
65,119NF0,Tuduri,Sebastian Ilie,1,A2,20-MAY-74,tuduri.sebastian@gmail.com,7
66,581US3,Frunza,Gheorghe Daniel,2,B1,13-OCT-74,frunza.gheorghe@info.ro,6.56
67,229DA0,Alexandru,Ioan,3,A1,31-JAN-74,alexandru.ioan@info.ro,6.5
68,855SM1,Antonie,Dorin Paul,1,B6,25-MAY-74,antonie.dorin@info.ro,7.25
69,910ON0,Dascalu,Vasilica Raluca,2,A6,02-MAY-74,dascalu.vasilica@info.ro,6.56
70,463XB2,Lupu,Dorin Matei,3,A3,20-MAY-74,lupu.dorin@gmail.com,6.21
71,560BX5,Turcu,Delia Alina,3,B1,28-JAN-74,turcu.delia@info.ro,6.67
72,983HK3,Herscovici,Cristina,1,A4,14-MAR-74,herscovici.cristina@gmail.com,5.75
73,769KK2,Tudose,Vladimir Eugen,1,A2,19-OCT-74,tudose.vladimir@gmail.com,5.63
74,300LR7,Baciu,Denisa Ilona,2,A5,25-JUN-74,baciu.denisa@info.ro,7.56
75,988WO4,Ventaniuc,Gabriel Liviu,3,B5,28-NOV-74,ventaniuc.gabriel@info.ro,6.92
76,819UX7,Hutanu,Paula Mirela,1,A4,12-MAR-74,hutanu.paula@info.ro,7.25
77,663GH3,Gurau,Elisa,3,B1,05-JAN-74,gurau.elisa@gmail.com,6.58
78,597PP3,Tudose,Beniamin Laurentiu,2,A3,08-MAY-74,tudose.beniamin@gmail.com,6.5
79,538HU1,Ungureanu,Tamara Simona,1,A3,16-SEP-74,ungureanu.tamara@info.ro,6.5
80,659CI7,Cazamir,Rolland,2,A4,08-AUG-74,cazamir.rolland@gmail.com,7
81,609NH7,Andrei,Laura,2,A3,20-MAY-74,andrei.laura@info.ro,7
82,181AA6,Birsanu,Dumitru Corneliu,1,A3,30-AUG-74,birsanu.dumitru@gmail.com,7.38
83,361YI8,Minuti,Adina Raluca,2,B5,02-JUN-74,minuti.adina@gmail.com,6.94
84,732UQ7,Leon,Andra Ilona,1,B6,06-JUL-74,leon.andra@info.ro,5.13
85,681KS8,Buza,Rolland Florin,2,B1,20-DEC-74,buza.rolland@gmail.com,7.56
86,942GM7,Luncasu,Raluca,2,B4,09-MAR-74,luncasu.raluca@info.ro,7.13
87,192UV8,Negrutu,Iuliana Antonia,2,B4,02-NOV-74,negrutu.iuliana@info.ro,7.88
88,375XB8,Alexe,Sanziana Malina,2,B2,13-MAR-74,alexe.sanziana@info.ro,7.19
89,762DD7,Harabula,Camelia,1,B6,08-JUN-74,harabula.camelia@info.ro,6.5
90,188VS2,Insuratelu,Sabina Madalina,3,A1,18-JUN-74,insuratelu.sabina@gmail.com,6.46
91,373KH8,Motroi,Tamara,2,A3,17-FEB-74,motroi.tamara@info.ro,7.25
92,825HD8,Tudose,Ecaterina Petruta,3,A2,29-MAR-74,tudose.ecaterina@gmail.com,6.5
93,910FW6,Bizu,Fabian Paul,2,B4,24-MAY-74,bizu.fabian@gmail.com,7
94,472YA5,Arteni,Bogdan Liviu,1,A3,15-JUN-74,arteni.bogdan@gmail.com,6.5
95,680GY0,Galatanu,Beniamin Ervin,3,B2,19-DEC-74,galatanu.beniamin@info.ro,5.71
96,823TH2,Balica,Simona Vasilica,3,A2,13-DEC-74,balica.simona@info.ro,6.42
97,898EK2,Antonie,Filip,1,B2,17-JUN-74,antonie.filip@info.ro,7.13
98,888HZ6,Zamosteanu,Eleonora Georgiana,2,A6,23-MAR-74,zamosteanu.eleonora@gmail.com,6.19
99,556DB3,Hutanu,Iolanda Ema,3,A1,16-APR-74,hutanu.iolanda@info.ro,5.67
100,683ED8,Domnaru,Dumitru Matei,2,A5,19-FEB-74,domnaru.dumitru@gmail.com,7.13
101,277VL4,Stolnicu,Paul,3,B3,22-AUG-74,stolnicu.paul@info.ro,6.75
102,294ON3,Patachi,Ovidiu Alin,3,A5,17-SEP-74,patachi.ovidiu@info.ro,6.71
103,154HZ6,Nica,Mihaela,2,A4,26-JAN-74,nica.mihaela@info.ro,7
104,573XW5,Cebere,Robert Matei,2,B5,27-JAN-74,cebere.robert@gmail.com,7.38
105,720MS5,Purice,Gheorghe Dan,1,A6,07-OCT-74,purice.gheorghe@gmail.com,7
106,654HC5,Vulpescu,Filip Constantin,1,A5,31-JUL-74,vulpescu.filip@info.ro,6.75
107,354IF6,Herdes,Ileana Antonia,2,A6,19-DEC-74,herdes.ileana@gmail.com,7.19
108,434HU1,Mitan,Mihail,3,A5,13-AUG-74,mitan.mihail@info.ro,6.17
109,730ER8,Leuciuc,Richard Cezar,3,A2,06-NOV-74,leuciuc.richard@info.ro,6.5
110,977FR3,Vasiliu,Vlad Danut,1,A1,05-JUN-74,vasiliu.vlad@gmail.com,6.88
111,881SW5,Stefan,Ciprian Irinel,1,B2,08-JUN-74,stefan.ciprian@info.ro,7.88
112,382TM2,Stolniceanu,Mirela Andreia,3,B3,14-MAY-74,stolniceanu.mirela@info.ro,7
113,932CC6,Teodorescu,Irina Anda,1,A3,03-FEB-74,teodorescu.irina@info.ro,6.88
114,713KZ8,Leuciuc,Theodora Andra,2,B3,31-MAY-74,leuciuc.theodora@info.ro,5.75
115,991FY4,Opariuc,Valentin Cosmin,1,A4,28-MAY-74,opariuc.valentin@gmail.com,7.25
116,755BH3,Ambroci,Iulia Daniela,3,A6,07-AUG-74,ambroci.iulia@info.ro,6.33
117,732MM0,Rosca,Ovidiu Nicolae,1,B1,02-MAY-74,rosca.ovidiu@info.ro,6.88
118,905EO6,Adascalitei,Daniela,1,A1,01-MAR-74,adascalitei.daniela@gmail.com,7.5
119,444GS7,Simionesei,Mirela,2,A1,10-OCT-74,simionesei.mirela@gmail.com,6.63
120,265UD1,Crucerescu,Mihaela Larisa,2,A2,25-JUN-74,crucerescu.mihaela@gmail.com,8
121,799NU0,Onu,Ilona Monica,2,A5,26-FEB-74,onu.ilona@info.ro,6.38
122,686FQ2,Creanga,Loredana,1,A1,10-DEC-74,creanga.loredana@gmail.com,7.75
123,752XF5,Stoian,Andreas Eusebiu,2,B3,23-DEC-74,stoian.andreas@gmail.com,6.94
124,904XY0,Palihovici,Laura,3,B5,23-SEP-74,palihovici.laura@gmail.com,7.25
125,513LG3,Chelmus,Oana,1,B2,26-OCT-74,chelmus.oana@gmail.com,7.13
126,974WW4,Toncu,Vadim Vladimir,3,B5,30-OCT-74,toncu.vadim@gmail.com,6.33
127,897WG6,Banu,Elvis Iosif,3,B5,09-OCT-74,banu.elvis@info.ro,6.33
128,169OP2,Talif,Roland,3,A4,01-OCT-74,talif.roland@gmail.com,6.75
129,771YR0,Lungeanu,Xena Emma,3,B4,10-NOV-74,lungeanu.xena@gmail.com,6.29
130,764WM3,Negruser,Radu Dumitru,2,B5,31-MAY-74,negruser.radu@gmail.com,6.81
131,172OV4,Carp,Iuliana Mihaela,3,B4,24-JUN-74,carp.iuliana@info.ro,6.71
132,573JT2,Cehan,Elisa Adina,3,B2,24-MAY-74,cehan.elisa@info.ro,7
133,113PH6,Andrici,Anda Madalina,2,A3,14-AUG-74,andrici.anda@info.ro,6.44
134,868GI1,Hutanu,Mihaela Raluca,2,B3,05-JUN-74,hutanu.mihaela@info.ro,6.69
135,166QX7,Podaru,Vasile Irinel,2,B5,19-MAY-74,podaru.vasile@info.ro,7.75
136,425AY6,Grigore,Robert Vasile,3,B1,27-MAY-74,grigore.robert@info.ro,6.42
137,872MA4,Motroi,Stefania Madalina,3,B5,10-AUG-74,motroi.stefania@info.ro,6.58
138,483SU3,Ivascu,Cosmin Vadim,2,B2,02-JAN-74,ivascu.cosmin@info.ro,6.63
139,878OH3,Tuduri,Cristina Maria,1,A5,08-MAY-74,tuduri.cristina@gmail.com,7.25
140,143LE1,Burlacu,Mihai,1,A6,11-FEB-74,burlacu.mihai@info.ro,7
141,705YW1,Goldan,Monica,3,B6,30-OCT-74,goldan.monica@info.ro,6.71
142,296LF8,Stingaciu,Adina Delia,1,A2,07-SEP-74,stingaciu.adina@info.ro,7.5
143,706GH0,Chilaboc,Ovidiu Vadim,1,A3,09-APR-74,chilaboc.ovidiu@info.ro,5.25
144,345HB2,Aioanei,Ilona Daria,2,B4,23-FEB-74,aioanei.ilona@info.ro,7.06
145,382PU1,Morarescu,Larisa,2,A4,05-FEB-74,morarescu.larisa@info.ro,7.13
146,705LB6,Barbieru,Daria Ilona,1,B2,08-NOV-74,barbieru.daria@info.ro,6.38
147,841TK0,Curca,George Marius,3,B2,04-JUN-74,curca.george@info.ro,6.29
148,401JF3,Frumosu,Laurentiu Codrin,3,A6,17-JUN-74,frumosu.laurentiu@info.ro,6.75
149,426FM5,Stoica,Iulian Cristian,1,A4,04-MAR-74,stoica.iulian@gmail.com,5.75
150,452SG7,Dimache,Daniela Simona,3,B3,08-JUN-74,dimache.daniela@gmail.com,6.46
151,705KY8,Palihovici,Monica,2,A4,07-SEP-74,palihovici.monica@gmail.com,6.75
152,136HY6,Gorgan,Nicolae,3,B4,02-NOV-74,gorgan.nicolae@info.ro,6.42
153,292YC0,Trifan,Florin,3,B5,16-SEP-74,trifan.florin@info.ro,7.13
154,542VJ8,Boistean,Ionut,2,B2,11-JUL-74,boistean.ionut@info.ro,7.06
155,467IQ3,Antochi,Nicusor Vasile,2,B4,20-OCT-74,antochi.nicusor@info.ro,7
156,312MO1,Tudose,Loredana,2,A4,10-MAR-74,tudose.loredana@gmail.com,6.13
157,151FI2,Palihovici,Vlad,3,B4,20-SEP-74,palihovici.vlad@gmail.com,6.38
158,721OB0,Citea,Gabriel,3,B3,07-SEP-74,citea.gabriel@gmail.com,5.96
159,474RQ1,Prisecaru,Larisa Diana,1,B4,21-JUN-74,prisecaru.larisa@info.ro,7.63
160,445HH2,Opariuc,Eduard Matei,2,A4,23-DEC-74,opariuc.eduard@info.ro,7.44
161,728YU3,Durnea,Eusebiu Valentin,2,A5,16-MAY-74,durnea.eusebiu@gmail.com,6.75
162,760PY4,Corduneanu,Florian,1,A2,09-FEB-74,corduneanu.florian@info.ro,7.38
163,394DG8,Alexe,Ioan Adrian,1,A1,11-JAN-74,alexe.ioan@info.ro,7
164,617BO4,Lupu,Alex,3,A6,07-DEC-74,lupu.alex@info.ro,6.63
165,910JX5,Stingaciu,Vladut Bogdan,1,B5,09-JAN-74,stingaciu.vladut@info.ro,6.38
166,342VS6,Insuratelu,Ilona Iulia,2,B6,12-MAR-74,insuratelu.ilona@gmail.com,6.56
167,426XB8,Botezatu,Andreas Valentin,2,B1,09-APR-74,botezatu.andreas@info.ro,7.5
168,390DA5,Jitca,Paul Vlad,2,A5,15-JUN-74,jitca.paul@info.ro,7.44
169,971FI0,Anita,Theodor Nicolae,3,B6,29-MAY-74,anita.theodor@gmail.com,6.63
170,462FN2,Asaftei,Cristina Elisa,3,B2,21-OCT-74,asaftei.cristina@info.ro,6.88
171,906CB5,Stavarache,Laurentiu Sebastian,3,A3,30-JUL-74,stavarache.laurentiu@info.ro,5.75
172,687DB8,Negrus,Elisa,3,B1,08-JUN-74,negrus.elisa@info.ro,6.42
173,898VR4,Sandulache,Delia,3,B5,05-JAN-74,sandulache.delia@info.ro,6.5
174,529YX7,Cozma,Paul,3,B5,11-JAN-74,cozma.paul@gmail.com,6.75
175,209HL2,Scurtu,Catalin Teofil,1,B1,02-JUL-74,scurtu.catalin@info.ro,7.5
176,502PD3,Maxim,Teodora Malina,3,B5,02-OCT-74,maxim.teodora@gmail.com,6.92
177,889YL1,Mitan,Irinel Sergiu,2,B6,17-FEB-74,mitan.irinel@gmail.com,6.81
178,303ID7,Leleu,Raluca,2,B5,07-DEC-74,leleu.raluca@info.ro,6.56
179,711AL2,Miron,Sanziana Simona,3,A3,03-FEB-74,miron.sanziana@info.ro,6
180,648HS8,Urse,Nicu Matei,1,A1,24-OCT-74,urse.nicu@gmail.com,6.25
181,115OU5,Pintilie,Iosif Aurelian,3,A3,04-JAN-74,pintilie.iosif@gmail.com,6.58
182,675JG5,Riza,Raluca Ileana,3,B3,13-MAR-74,riza.raluca@gmail.com,6.33
183,554MC7,Boistean,Adrian,1,B1,11-FEB-74,boistean.adrian@info.ro,7.13
184,786SB0,Bazgan,Ovidiu Mihai,2,A6,29-APR-74,bazgan.ovidiu@info.ro,7.38
185,794CX8,Leonte,Iosif,3,B3,03-OCT-74,leonte.iosif@gmail.com,6.54
186,764XJ1,Dragomir,Iaroslav,1,A5,08-MAR-74,dragomir.iaroslav@info.ro,7.63
187,881RF4,Postolache,Maria Bianca,1,B4,05-OCT-74,postolache.maria@info.ro,6.13
188,871UO6,Pantiru,Manuela,3,B6,01-MAR-74,pantiru.manuela@gmail.com,6.13
189,160JW8,Marcu,Dragos Matei,2,A3,30-JUL-74,marcu.dragos@info.ro,6.38
190,287QS6,Condurache,Romanescu Teodor,2,B2,26-JUN-74,condurache.romanescu@gmail.com,7.06
191,992PM5,Talif,Anda,2,A5,30-DEC-74,talif.anda@gmail.com,7.06
192,219DY7,Lupu,Camelia,3,A4,08-APR-74,lupu.camelia@info.ro,6.71
193,158MP0,Ichim,Antonia Anca,2,B6,24-JAN-74,ichim.antonia@gmail.com,7.31
194,499JU3,Mazur,Monica Teodora,1,B3,19-MAY-74,mazur.monica@info.ro,5.75
195,729XR5,Maganu,Oana Petruta,2,B5,21-FEB-74,maganu.oana@info.ro,6.88
196,211ZX0,Glodeanu,Ciprian,3,B6,15-SEP-74,glodeanu.ciprian@info.ro,6.79
197,377PN6,Ababei,Madalina Sabina,3,A1,20-JAN-74,ababei.madalina@gmail.com,6.42
198,491MQ2,Craciunas,Irinel,3,B5,24-APR-74,craciunas.irinel@gmail.com,6.75
199,145CS5,Ilie,Petrut Daniel,2,A6,19-FEB-74,ilie.petrut@info.ro,6.31
200,687KA3,Creanga,Mihaela Larisa,1,B4,20-JUL-74,creanga.mihaela@gmail.com,7.25
201,443EQ6,Maganu,Emanuela Georgiana,3,B1,09-OCT-74,maganu.emanuela@gmail.com,6.42
202,197MD2,Ciobanu,Theodor Adrian,2,B6,19-SEP-74,ciobanu.theodor@info.ro,7.19
203,462FK6,Ionita,Sabin Beniamin,2,A1,28-DEC-74,ionita.sabin@gmail.com,6.56
204,615TZ6,Neghina,Rolland Danut,3,A4,01-NOV-74,neghina.rolland@info.ro,7.17
205,915NQ1,Ciocoiu,Dorin,3,B6,30-JUL-74,ciocoiu.dorin@gmail.com,6.25
206,505CR4,Calinescu,Ciprian,1,B3,17-NOV-74,calinescu.ciprian@gmail.com,8
207,143IP4,Herscovici,Alina Antonia,2,A5,20-NOV-74,herscovici.alina@gmail.com,7.31
208,377TY4,Buza,Emanuela Stefana,3,B1,14-OCT-74,buza.emanuela@info.ro,5.88
209,184DE7,Avadanei,Sabina,2,A5,13-JUL-74,avadanei.sabina@info.ro,6.5
210,813CV6,Cosnita,Valeriu,1,B2,19-APR-74,cosnita.valeriu@info.ro,5.75
211,678JA3,Andrei,Nicu Dorin,1,B4,20-FEB-74,andrei.nicu@info.ro,7.13
212,985WJ5,Dodan,Ecaterina Maria,2,A1,27-MAR-74,dodan.ecaterina@info.ro,6.81
213,526NN8,Burlacu,Irinel Vadim,1,B4,28-DEC-74,burlacu.irinel@info.ro,7.13
214,247CR4,Harabula,Ana Stefania,2,B5,31-JUL-74,harabula.ana@info.ro,6.5
215,229FQ3,Damian,Claudia,1,B6,21-DEC-74,damian.claudia@info.ro,7.38
216,283EI8,Iosub,Nicolae Ionel,2,B6,25-MAR-74,iosub.nicolae@gmail.com,7
217,346RC5,Dorneanu,Octavian,1,B4,15-FEB-74,dorneanu.octavian@gmail.com,7.38
218,247AM8,Bradea,Ioan Camil,3,B5,30-NOV-74,bradea.ioan@gmail.com,6.67
219,271XB5,Lucaci,Anca Emma,2,B2,26-APR-74,lucaci.anca@gmail.com,7.06
220,109KS0,Daniel,Florian,1,A3,19-NOV-74,daniel.florian@gmail.com,7.13
221,140EA0,Unghianu,Bogdan Beniamin,3,A1,01-JUL-74,unghianu.bogdan@gmail.com,6.21
222,497BJ5,Clim,Sabin Costel,1,B6,21-AUG-74,clim.sabin@gmail.com,6.25
223,360RI2,Filibiu,Octavian,1,A3,22-FEB-74,filibiu.octavian@gmail.com,6.63
224,934HG7,Moisa,Sebastian,1,A1,20-OCT-74,moisa.sebastian@gmail.com,7
225,794QE7,Luca,Razvan,2,B6,23-DEC-74,luca.razvan@info.ro,6.44
226,636MX5,Lungeanu,Andreea Antonia,1,A1,21-MAR-74,lungeanu.andreea@info.ro,5.88
227,803GL2,Mutescu,Claudia Ana,1,A3,23-DEC-74,mutescu.claudia@info.ro,6.38
228,403QC6,Ivascu,Dorian Valentin,3,B6,02-MAR-74,ivascu.dorian@info.ro,6.21
229,419RW3,Cretu,Eleonora Alexandra,3,B2,16-NOV-74,cretu.eleonora@info.ro,6.54
230,555JJ2,Chmilevski,Radu Stefan,1,B6,01-NOV-74,chmilevski.radu@info.ro,6.63
231,795SK7,Palihovici,Richard Nicu,1,A5,02-JUN-74,palihovici.richard@gmail.com,6.75
232,879MD4,Diaconu,Catalin,1,B6,14-MAR-74,diaconu.catalin@gmail.com,6.88
233,274ZF2,Alexe,Ema Claudia,3,A3,09-MAY-74,alexe.ema@info.ro,6.83
234,548VR8,Procop,Damian,1,B1,23-DEC-74,procop.damian@info.ro,6.13
235,956XM5,Chelaru,Richard Denise,2,A1,22-NOV-74,chelaru.richard@gmail.com,6.81
236,297MD7,Gherman,Sabina,2,A3,11-DEC-74,gherman.sabina@info.ro,7.5
237,602JI7,Otrocol,Tamara Alina,1,A6,06-DEC-74,otrocol.tamara@info.ro,7.75
238,723HF0,Oana,Tamara,2,B6,21-SEP-74,oana.tamara@gmail.com,6.63
239,348SW1,Ichim,Mihai Irinel,1,B4,04-FEB-74,ichim.mihai@info.ro,7.25
240,232BT1,Riscanu,Elena Paula,2,A5,12-MAR-74,riscanu.elena@info.ro,7
241,911DB7,Poputoaia,Valentin,3,B5,20-JUN-74,poputoaia.valentin@gmail.com,5.96
242,802CF4,Diaconu,Elena Gabriela,2,A5,04-JUN-74,diaconu.elena@info.ro,7.25
243,350MU1,Bejan,Manuela Antonia,2,B6,13-APR-74,bejan.manuela@info.ro,6.69
244,331OZ3,Carbune,Raluca Ilona,1,A6,12-NOV-74,carbune.raluca@gmail.com,7.25
245,260CZ2,Mutescu,Iolanda,1,B5,10-AUG-74,mutescu.iolanda@gmail.com,7
246,274ZY3,Grigoriu,Loredana,1,A4,23-OCT-74,grigoriu.loredana@gmail.com,6.63
247,601BG2,Gavrilovici,Alina,3,A1,26-SEP-74,gavrilovici.alina@info.ro,6.54
248,990DQ7,Netedu,Danut Andreas,2,B4,27-JAN-74,netedu.danut@info.ro,6.56
249,642GH7,Iovu,Antonia,3,A4,02-OCT-74,iovu.antonia@info.ro,6.75
250,942PT3,Stoian,Valeriu Mihai,1,B1,22-OCT-74,stoian.valeriu@info.ro,7.38
251,274TS0,Dascalu,Petru Gheorghe,2,A3,24-OCT-74,dascalu.petru@gmail.com,7.31
252,194OS7,Marinov,Delia Paula,1,B3,21-DEC-74,marinov.delia@info.ro,7.25
253,644VN4,Leon,Sebastian Iulian,2,A1,02-JUL-74,leon.sebastian@gmail.com,7
254,184DF4,Citea,Paula,3,B2,19-AUG-74,citea.paula@gmail.com,6.92
255,601YR2,Simionesei,Daria Simina,3,A3,27-JAN-74,simionesei.daria@info.ro,7.25
256,631NI1,Butacu,Tudor,1,A1,14-OCT-74,butacu.tudor@info.ro,7
257,663GE3,Moscu,Rares Iaroslav,1,A2,04-OCT-74,moscu.rares@gmail.com,7.13
258,674YK0,Aioanei,Elena,2,A6,05-MAY-74,aioanei.elena@info.ro,7.06
259,983IV4,Diaconu,Ioana,3,A5,05-AUG-74,diaconu.ioana@gmail.com,6.29
260,898IT1,Micu,Loredana Malina,3,A1,12-APR-74,micu.loredana@info.ro,6.17
261,225BI5,Andrian,Georgiana Iolanda,3,B5,10-JUN-74,andrian.georgiana@gmail.com,6.29
262,887VC0,Talif,Marian Nicusor,3,A3,03-FEB-74,talif.marian@gmail.com,6.04
263,410YB8,Unghianu,Diana Xena,3,A1,24-OCT-74,unghianu.diana@info.ro,5.63
264,640ZG3,Crucerescu,Diana Sabina,1,A4,26-FEB-74,crucerescu.diana@gmail.com,8
265,257CC4,Dragan,Maria,2,B1,21-JAN-74,dragan.maria@gmail.com,6.31
266,467BP2,Sfarghiu,Ecaterina,2,A3,09-DEC-74,sfarghiu.ecaterina@info.ro,7.69
267,328FL8,Ionesei,Anca,2,B6,18-JUN-74,ionesei.anca@gmail.com,6.56
268,863YA6,Moisa,Eugen Petru,2,B1,04-OCT-74,moisa.eugen@info.ro,6.5
269,574GW4,Nastaca,Fabian,3,A5,21-SEP-74,nastaca.fabian@gmail.com,6.88
270,503GU8,Simionescu,Florin Ovidiu,1,B2,12-JUL-74,simionescu.florin@gmail.com,6.5
271,566PI8,Stoica,Delia,2,A1,17-FEB-74,stoica.delia@info.ro,6.88
272,414NS8,Pantiruc,Bianca Daniela,2,B4,20-JAN-74,pantiruc.bianca@gmail.com,7.56
273,861IP7,Pascaru,Darius Dumitru,1,B5,14-AUG-74,pascaru.darius@gmail.com,7
274,584CB6,Leustean,Florin Codrin,3,B6,21-APR-74,leustean.florin@info.ro,6.33
