id,id_camin,nr_matricol,nume,prenume,an,grupa,data_nastere,email,medie,inregistrat
55,0,184PR1,Gherase,Stefana,1,A1,14-SEP-74,gherase.stefana@gmail.com,6.75,f
56,0,258ZM8,Ichim,Catalin,1,A4,03-JUL-74,ichim.catalin@gmail.com,7.13,f
57,0,979SO1,Cozmiuc,Octavian,3,B4,29-AUG-74,cozmiuc.octavian@gmail.com,5.96,f
58,0,225FS1,Ventaniuc,Cristian,2,B4,27-NOV-74,ventaniuc.cristian@gmail.com,6.75,f
59,0,917CM2,Ivascu,Lucian,2,A2,23-MAY-74,ivascu.lucian@info.ro,6.75,f
60,0,905SI1,Milut,Claudiu,2,B3,24-FEB-74,milut.claudiu@info.ro,6.13,f
61,0,736LQ1,Bodnar,Georgiana,3,B6,23-FEB-74,bodnar.georgiana@gmail.com,6.25,f
62,0,308LE2,Motroi,Nicusor,2,A6,29-JAN-74,motroi.nicusor@info.ro,7.31,f
63,0,115BA5,Ciobotaru,Rares Gheorghe,2,B1,25-OCT-74,ciobotaru.rares@info.ro,7.56,f
64,0,744RI7,Eusebiu,Simona,2,A2,01-OCT-74,eusebiu.simona@info.ro,7.63,f
65,0,119NF0,Tuduri,Sebastian Ilie,1,A2,20-MAY-74,tuduri.sebastian@gmail.com,7,f
66,0,581US3,Frunza,Gheorghe Daniel,2,B1,13-OCT-74,frunza.gheorghe@info.ro,6.56,f
67,0,229DA0,Alexandru,Ioan,3,A1,31-JAN-74,alexandru.ioan@info.ro,6.5,f
68,0,855SM1,Antonie,Dorin Paul,1,B6,25-MAY-74,antonie.dorin@info.ro,7.25,f
69,0,910ON0,Dascalu,Vasilica Raluca,2,A6,02-MAY-74,dascalu.vasilica@info.ro,6.56,f
70,0,463XB2,Lupu,Dorin Matei,3,A3,20-MAY-74,lupu.dorin@gmail.com,6.21,f
71,0,560BX5,Turcu,Delia Alina,3,B1,28-JAN-74,turcu.delia@info.ro,6.67,f
72,0,983HK3,Herscovici,Cristina,1,A4,14-MAR-74,herscovici.cristina@gmail.com,5.75,f
73,0,769KK2,Tudose,Vladimir Eugen,1,A2,19-OCT-74,tudose.vladimir@gmail.com,5.63,f
74,0,300LR7,Baciu,Denisa Ilona,2,A5,25-JUN-74,baciu.denisa@info.ro,7.56,f
75,0,988WO4,Ventaniuc,Gabriel Liviu,3,B5,28-NOV-74,ventaniuc.gabriel@info.ro,6.92,f
76,0,819UX7,Hutanu,Paula Mirela,1,A4,12-MAR-74,hutanu.paula@info.ro,7.25,f
77,0,663GH3,Gurau,Elisa,3,B1,05-JAN-74,gurau.elisa@gmail.com,6.58,f
78,0,597PP3,Tudose,Beniamin Laurentiu,2,A3,08-MAY-74,tudose.beniamin@gmail.com,6.5,f
79,0,538HU1,Ungureanu,Tamara Simona,1,A3,16-SEP-74,ungureanu.tamara@info.ro,6.5,f
80,0,659CI7,Cazamir,Rolland,2,A4,08-AUG-74,cazamir.rolland@gmail.com,7,f
81,0,609NH7,Andrei,Laura,2,A3,20-MAY-74,andrei.laura@info.ro,7,f
82,0,181AA6,Birsanu,Dumitru Corneliu,1,A3,30-AUG-74,birsanu.dumitru@gmail.com,7.38,f
83,0,361YI8,Minuti,Adina Raluca,2,B5,02-JUN-74,minuti.adina@gmail.com,6.94,f
84,0,732UQ7,Leon,Andra Ilona,1,B6,06-JUL-74,leon.andra@info.ro,5.13,f
85,0,681KS8,Buza,Rolland Florin,2,B1,20-DEC-74,buza.rolland@gmail.com,7.56,f
86,0,942GM7,Luncasu,Raluca,2,B4,09-MAR-74,luncasu.raluca@info.ro,7.13,f
87,0,192UV8,Negrutu,Iuliana Antonia,2,B4,02-NOV-74,negrutu.iuliana@info.ro,7.88,f
88,0,375XB8,Alexe,Sanziana Malina,2,B2,13-MAR-74,alexe.sanziana@info.ro,7.19,f
89,0,762DD7,Harabula,Camelia,1,B6,08-JUN-74,harabula.camelia@info.ro,6.5,f
90,0,188VS2,Insuratelu,Sabina Madalina,3,A1,18-JUN-74,insuratelu.sabina@gmail.com,6.46,f
91,0,373KH8,Motroi,Tamara,2,A3,17-FEB-74,motroi.tamara@info.ro,7.25,f
92,0,825HD8,Tudose,Ecaterina Petruta,3,A2,29-MAR-74,tudose.ecaterina@gmail.com,6.5,f
93,0,910FW6,Bizu,Fabian Paul,2,B4,24-MAY-74,bizu.fabian@gmail.com,7,f
94,0,472YA5,Arteni,Bogdan Liviu,1,A3,15-JUN-74,arteni.bogdan@gmail.com,6.5,f
95,0,680GY0,Galatanu,Beniamin Ervin,3,B2,19-DEC-74,galatanu.beniamin@info.ro,5.71,f
96,0,823TH2,Balica,Simona Vasilica,3,A2,13-DEC-74,balica.simona@info.ro,6.42,f
97,0,898EK2,Antonie,Filip,1,B2,17-JUN-74,antonie.filip@info.ro,7.13,f
98,0,888HZ6,Zamosteanu,Eleonora Georgiana,2,A6,23-MAR-74,zamosteanu.eleonora@gmail.com,6.19,f
99,0,556DB3,Hutanu,Iolanda Ema,3,A1,16-APR-74,hutanu.iolanda@info.ro,5.67,f
100,0,683ED8,Domnaru,Dumitru Matei,2,A5,19-FEB-74,domnaru.dumitru@gmail.com,7.13,f
101,0,277VL4,Stolnicu,Paul,3,B3,22-AUG-74,stolnicu.paul@info.ro,6.75,f
102,0,294ON3,Patachi,Ovidiu Alin,3,A5,17-SEP-74,patachi.ovidiu@info.ro,6.71,f
103,0,154HZ6,Nica,Mihaela,2,A4,26-JAN-74,nica.mihaela@info.ro,7,f
104,0,573XW5,Cebere,Robert Matei,2,B5,27-JAN-74,cebere.robert@gmail.com,7.38,f
105,0,720MS5,Purice,Gheorghe Dan,1,A6,07-OCT-74,purice.gheorghe@gmail.com,7,f
106,0,654HC5,Vulpescu,Filip Constantin,1,A5,31-JUL-74,vulpescu.filip@info.ro,6.75,f
107,0,354IF6,Herdes,Ileana Antonia,2,A6,19-DEC-74,herdes.ileana@gmail.com,7.19,f
108,0,434HU1,Mitan,Mihail,3,A5,13-AUG-74,mitan.mihail@info.ro,6.17,f
109,0,730ER8,Leuciuc,Richard Cezar,3,A2,06-NOV-74,leuciuc.richard@info.ro,6.5,f
110,0,977FR3,Vasiliu,Vlad Danut,1,A1,05-JUN-74,vasiliu.vlad@gmail.com,6.88,f
111,0,881SW5,Stefan,Ciprian Irinel,1,B2,08-JUN-74,stefan.ciprian@info.ro,7.88,f
112,0,382TM2,Stolniceanu,Mirela Andreia,3,B3,14-MAY-74,stolniceanu.mirela@info.ro,7,f
113,0,932CC6,Teodorescu,Irina Anda,1,A3,03-FEB-74,teodorescu.irina@info.ro,6.88,f
114,0,713KZ8,Leuciuc,Theodora Andra,2,B3,31-MAY-74,leuciuc.theodora@info.ro,5.75,f
115,0,991FY4,Opariuc,Valentin Cosmin,1,A4,28-MAY-74,opariuc.valentin@gmail.com,7.25,f
116,0,755BH3,Ambroci,Iulia Daniela,3,A6,07-AUG-74,ambroci.iulia@info.ro,6.33,f
117,0,732MM0,Rosca,Ovidiu Nicolae,1,B1,02-MAY-74,rosca.ovidiu@info.ro,6.88,f
118,0,905EO6,Adascalitei,Daniela,1,A1,01-MAR-74,adascalitei.daniela@gmail.com,7.5,f
119,0,444GS7,Simionesei,Mirela,2,A1,10-OCT-74,simionesei.mirela@gmail.com,6.63,f
120,0,265UD1,Crucerescu,Mihaela Larisa,2,A2,25-JUN-74,crucerescu.mihaela@gmail.com,8,f
121,0,799NU0,Onu,Ilona Monica,2,A5,26-FEB-74,onu.ilona@info.ro,6.38,f
122,0,686FQ2,Creanga,Loredana,1,A1,10-DEC-74,creanga.loredana@gmail.com,7.75,f
123,0,752XF5,Stoian,Andreas Eusebiu,2,B3,23-DEC-74,stoian.andreas@gmail.com,6.94,f
124,0,904XY0,Palihovici,Laura,3,B5,23-SEP-74,palihovici.laura@gmail.com,7.25,f
125,0,513LG3,Chelmus,Oana,1,B2,26-OCT-74,chelmus.oana@gmail.com,7.13,f
126,0,974WW4,Toncu,Vadim Vladimir,3,B5,30-OCT-74,toncu.vadim@gmail.com,6.33,f
127,0,897WG6,Banu,Elvis Iosif,3,B5,09-OCT-74,banu.elvis@info.ro,6.33,f
128,0,169OP2,Talif,Roland,3,A4,01-OCT-74,talif.roland@gmail.com,6.75,f
129,0,771YR0,Lungeanu,Xena Emma,3,B4,10-NOV-74,lungeanu.xena@gmail.com,6.29,f
130,0,764WM3,Negruser,Radu Dumitru,2,B5,31-MAY-74,negruser.radu@gmail.com,6.81,f
131,0,172OV4,Carp,Iuliana Mihaela,3,B4,24-JUN-74,carp.iuliana@info.ro,6.71,f
132,0,573JT2,Cehan,Elisa Adina,3,B2,24-MAY-74,cehan.elisa@info.ro,7,f
133,0,113PH6,Andrici,Anda Madalina,2,A3,14-AUG-74,andrici.anda@info.ro,6.44,f
134,0,868GI1,Hutanu,Mihaela Raluca,2,B3,05-JUN-74,hutanu.mihaela@info.ro,6.69,f
135,0,166QX7,Podaru,Vasile Irinel,2,B5,19-MAY-74,podaru.vasile@info.ro,7.75,f
136,0,425AY6,Grigore,Robert Vasile,3,B1,27-MAY-74,grigore.robert@info.ro,6.42,f
137,0,872MA4,Motroi,Stefania Madalina,3,B5,10-AUG-74,motroi.stefania@info.ro,6.58,f
138,0,483SU3,Ivascu,Cosmin Vadim,2,B2,02-JAN-74,ivascu.cosmin@info.ro,6.63,f
139,0,878OH3,Tuduri,Cristina Maria,1,A5,08-MAY-74,tuduri.cristina@gmail.com,7.25,f
140,0,143LE1,Burlacu,Mihai,1,A6,11-FEB-74,burlacu.mihai@info.ro,7,f
141,0,705YW1,Goldan,Monica,3,B6,30-OCT-74,goldan.monica@info.ro,6.71,f
142,0,296LF8,Stingaciu,Adina Delia,1,A2,07-SEP-74,stingaciu.adina@info.ro,7.5,f
143,0,706GH0,Chilaboc,Ovidiu Vadim,1,A3,09-APR-74,chilaboc.ovidiu@info.ro,5.25,f
144,0,345HB2,Aioanei,Ilona Daria,2,B4,23-FEB-74,aioanei.ilona@info.ro,7.06,f
145,0,382PU1,Morarescu,Larisa,2,A4,05-FEB-74,morarescu.larisa@info.ro,7.13,f
146,0,705LB6,Barbieru,Daria Ilona,1,B2,08-NOV-74,barbieru.daria@info.ro,6.38,f
147,0,841TK0,Curca,George Marius,3,B2,04-JUN-74,curca.george@info.ro,6.29,f
148,0,401JF3,Frumosu,Laurentiu Codrin,3,A6,17-JUN-74,frumosu.laurentiu@info.ro,6.75,f
149,0,426FM5,Stoica,Iulian Cristian,1,A4,04-MAR-74,stoica.iulian@gmail.com,5.75,f
150,0,452SG7,Dimache,Daniela Simona,3,B3,08-JUN-74,dimache.daniela@gmail.com,6.46,f
151,0,705KY8,Palihovici,Monica,2,A4,07-SEP-74,palihovici.monica@gmail.com,6.75,f
152,0,136HY6,Gorgan,Nicolae,3,B4,02-NOV-74,gorgan.nicolae@info.ro,6.42,f
153,0,292YC0,Trifan,Florin,3,B5,16-SEP-74,trifan.florin@info.ro,7.13,f
154,0,542VJ8,Boistean,Ionut,2,B2,11-JUL-74,boistean.ionut@info.ro,7.06,f
155,0,467IQ3,Antochi,Nicusor Vasile,2,B4,20-OCT-74,antochi.nicusor@info.ro,7,f
156,0,312MO1,Tudose,Loredana,2,A4,10-MAR-74,tudose.loredana@gmail.com,6.13,f
157,0,151FI2,Palihovici,Vlad,3,B4,20-SEP-74,palihovici.vlad@gmail.com,6.38,f
158,0,721OB0,Citea,Gabriel,3,B3,07-SEP-74,citea.gabriel@gmail.com,5.96,f
159,0,474RQ1,Prisecaru,Larisa Diana,1,B4,21-JUN-74,prisecaru.larisa@info.ro,7.63,f
160,0,445HH2,Opariuc,Eduard Matei,2,A4,23-DEC-74,opariuc.eduard@info.ro,7.44,f
161,0,728YU3,Durnea,Eusebiu Valentin,2,A5,16-MAY-74,durnea.eusebiu@gmail.com,6.75,f
162,0,760PY4,Corduneanu,Florian,1,A2,09-FEB-74,corduneanu.florian@info.ro,7.38,f
163,0,394DG8,Alexe,Ioan Adrian,1,A1,11-JAN-74,alexe.ioan@info.ro,7,f
164,0,617BO4,Lupu,Alex,3,A6,07-DEC-74,lupu.alex@info.ro,6.63,f
165,0,910JX5,Stingaciu,Vladut Bogdan,1,B5,09-JAN-74,stingaciu.vladut@info.ro,6.38,f
166,0,342VS6,Insuratelu,Ilona Iulia,2,B6,12-MAR-74,insuratelu.ilona@gmail.com,6.56,f
167,0,426XB8,Botezatu,Andreas Valentin,2,B1,09-APR-74,botezatu.andreas@info.ro,7.5,f
168,0,390DA5,Jitca,Paul Vlad,2,A5,15-JUN-74,jitca.paul@info.ro,7.44,f
169,0,971FI0,Anita,Theodor Nicolae,3,B6,29-MAY-74,anita.theodor@gmail.com,6.63,f
170,0,462FN2,Asaftei,Cristina Elisa,3,B2,21-OCT-74,asaftei.cristina@info.ro,6.88,f
171,0,906CB5,Stavarache,Laurentiu Sebastian,3,A3,30-JUL-74,stavarache.laurentiu@info.ro,5.75,f
172,0,687DB8,Negrus,Elisa,3,B1,08-JUN-74,negrus.elisa@info.ro,6.42,f
173,0,898VR4,Sandulache,Delia,3,B5,05-JAN-74,sandulache.delia@info.ro,6.5,f
174,0,529YX7,Cozma,Paul,3,B5,11-JAN-74,cozma.paul@gmail.com,6.75,f
175,0,209HL2,Scurtu,Catalin Teofil,1,B1,02-JUL-74,scurtu.catalin@info.ro,7.5,f
176,0,502PD3,Maxim,Teodora Malina,3,B5,02-OCT-74,maxim.teodora@gmail.com,6.92,f
177,0,889YL1,Mitan,Irinel Sergiu,2,B6,17-FEB-74,mitan.irinel@gmail.com,6.81,f
178,0,303ID7,Leleu,Raluca,2,B5,07-DEC-74,leleu.raluca@info.ro,6.56,f
179,0,711AL2,Miron,Sanziana Simona,3,A3,03-FEB-74,miron.sanziana@info.ro,6,f
180,0,648HS8,Urse,Nicu Matei,1,A1,24-OCT-74,urse.nicu@gmail.com,6.25,f
181,0,115OU5,Pintilie,Iosif Aurelian,3,A3,04-JAN-74,pintilie.iosif@gmail.com,6.58,f
182,0,675JG5,Riza,Raluca Ileana,3,B3,13-MAR-74,riza.raluca@gmail.com,6.33,f
183,0,554MC7,Boistean,Adrian,1,B1,11-FEB-74,boistean.adrian@info.ro,7.13,f
184,0,786SB0,Bazgan,Ovidiu Mihai,2,A6,29-APR-74,bazgan.ovidiu@info.ro,7.38,f
185,0,794CX8,Leonte,Iosif,3,B3,03-OCT-74,leonte.iosif@gmail.com,6.54,f
186,0,764XJ1,Dragomir,Iaroslav,1,A5,08-MAR-74,dragomir.iaroslav@info.ro,7.63,f
187,0,881RF4,Postolache,Maria Bianca,1,B4,05-OCT-74,postolache.maria@info.ro,6.13,f
188,0,871UO6,Pantiru,Manuela,3,B6,01-MAR-74,pantiru.manuela@gmail.com,6.13,f
189,0,160JW8,Marcu,Dragos Matei,2,A3,30-JUL-74,marcu.dragos@info.ro,6.38,f
190,0,287QS6,Condurache,Romanescu Teodor,2,B2,26-JUN-74,condurache.romanescu@gmail.com,7.06,f
191,0,992PM5,Talif,Anda,2,A5,30-DEC-74,talif.anda@gmail.com,7.06,f
192,0,219DY7,Lupu,Camelia,3,A4,08-APR-74,lupu.camelia@info.ro,6.71,f
193,0,158MP0,Ichim,Antonia Anca,2,B6,24-JAN-74,ichim.antonia@gmail.com,7.31,f
194,0,499JU3,Mazur,Monica Teodora,1,B3,19-MAY-74,mazur.monica@info.ro,5.75,f
195,0,729XR5,Maganu,Oana Petruta,2,B5,21-FEB-74,maganu.oana@info.ro,6.88,f
196,0,211ZX0,Glodeanu,Ciprian,3,B6,15-SEP-74,glodeanu.ciprian@info.ro,6.79,f
197,0,377PN6,Ababei,Madalina Sabina,3,A1,20-JAN-74,ababei.madalina@gmail.com,6.42,f
198,0,491MQ2,Craciunas,Irinel,3,B5,24-APR-74,craciunas.irinel@gmail.com,6.75,f
199,0,145CS5,Ilie,Petrut Daniel,2,A6,19-FEB-74,ilie.petrut@info.ro,6.31,f
200,0,687KA3,Creanga,Mihaela Larisa,1,B4,20-JUL-74,creanga.mihaela@gmail.com,7.25,f
201,0,443EQ6,Maganu,Emanuela Georgiana,3,B1,09-OCT-74,maganu.emanuela@gmail.com,6.42,f
202,0,197MD2,Ciobanu,Theodor Adrian,2,B6,19-SEP-74,ciobanu.theodor@info.ro,7.19,f
203,0,462FK6,Ionita,Sabin Beniamin,2,A1,28-DEC-74,ionita.sabin@gmail.com,6.56,f
204,0,615TZ6,Neghina,Rolland Danut,3,A4,01-NOV-74,neghina.rolland@info.ro,7.17,f
205,0,915NQ1,Ciocoiu,Dorin,3,B6,30-JUL-74,ciocoiu.dorin@gmail.com,6.25,f
206,0,505CR4,Calinescu,Ciprian,1,B3,17-NOV-74,calinescu.ciprian@gmail.com,8,f
207,0,143IP4,Herscovici,Alina Antonia,2,A5,20-NOV-74,herscovici.alina@gmail.com,7.31,f
208,0,377TY4,Buza,Emanuela Stefana,3,B1,14-OCT-74,buza.emanuela@info.ro,5.88,f
209,0,184DE7,Avadanei,Sabina,2,A5,13-JUL-74,avadanei.sabina@info.ro,6.5,f
210,0,813CV6,Cosnita,Valeriu,1,B2,19-APR-74,cosnita.valeriu@info.ro,5.75,f
211,0,678JA3,Andrei,Nicu Dorin,1,B4,20-FEB-74,andrei.nicu@info.ro,7.13,f
212,0,985WJ5,Dodan,Ecaterina Maria,2,A1,27-MAR-74,dodan.ecaterina@info.ro,6.81,f
213,0,526NN8,Burlacu,Irinel Vadim,1,B4,28-DEC-74,burlacu.irinel@info.ro,7.13,f
214,0,247CR4,Harabula,Ana Stefania,2,B5,31-JUL-74,harabula.ana@info.ro,6.5,f
215,0,229FQ3,Damian,Claudia,1,B6,21-DEC-74,damian.claudia@info.ro,7.38,f
216,0,283EI8,Iosub,Nicolae Ionel,2,B6,25-MAR-74,iosub.nicolae@gmail.com,7,f
217,0,346RC5,Dorneanu,Octavian,1,B4,15-FEB-74,dorneanu.octavian@gmail.com,7.38,f
218,0,247AM8,Bradea,Ioan Camil,3,B5,30-NOV-74,bradea.ioan@gmail.com,6.67,f
219,0,271XB5,Lucaci,Anca Emma,2,B2,26-APR-74,lucaci.anca@gmail.com,7.06,f
220,0,109KS0,Daniel,Florian,1,A3,19-NOV-74,daniel.florian@gmail.com,7.13,f
221,0,140EA0,Unghianu,Bogdan Beniamin,3,A1,01-JUL-74,unghianu.bogdan@gmail.com,6.21,f
222,0,497BJ5,Clim,Sabin Costel,1,B6,21-AUG-74,clim.sabin@gmail.com,6.25,f
223,0,360RI2,Filibiu,Octavian,1,A3,22-FEB-74,filibiu.octavian@gmail.com,6.63,f
224,0,934HG7,Moisa,Sebastian,1,A1,20-OCT-74,moisa.sebastian@gmail.com,7,f
225,0,794QE7,Luca,Razvan,2,B6,23-DEC-74,luca.razvan@info.ro,6.44,f
226,0,636MX5,Lungeanu,Andreea Antonia,1,A1,21-MAR-74,lungeanu.andreea@info.ro,5.88,f
227,0,803GL2,Mutescu,Claudia Ana,1,A3,23-DEC-74,mutescu.claudia@info.ro,6.38,f
228,0,403QC6,Ivascu,Dorian Valentin,3,B6,02-MAR-74,ivascu.dorian@info.ro,6.21,f
229,0,419RW3,Cretu,Eleonora Alexandra,3,B2,16-NOV-74,cretu.eleonora@info.ro,6.54,f
230,0,555JJ2,Chmilevski,Radu Stefan,1,B6,01-NOV-74,chmilevski.radu@info.ro,6.63,f
231,0,795SK7,Palihovici,Richard Nicu,1,A5,02-JUN-74,palihovici.richard@gmail.com,6.75,f
232,0,879MD4,Diaconu,Catalin,1,B6,14-MAR-74,diaconu.catalin@gmail.com,6.88,f
233,0,274ZF2,Alexe,Ema Claudia,3,A3,09-MAY-74,alexe.ema@info.ro,6.83,f
234,0,548VR8,Procop,Damian,1,B1,23-DEC-74,procop.damian@info.ro,6.13,f
235,0,956XM5,Chelaru,Richard Denise,2,A1,22-NOV-74,chelaru.richard@gmail.com,6.81,f
236,0,297MD7,Gherman,Sabina,2,A3,11-DEC-74,gherman.sabina@info.ro,7.5,f
237,0,602JI7,Otrocol,Tamara Alina,1,A6,06-DEC-74,otrocol.tamara@info.ro,7.75,f
238,0,723HF0,Oana,Tamara,2,B6,21-SEP-74,oana.tamara@gmail.com,6.63,f
239,0,348SW1,Ichim,Mihai Irinel,1,B4,04-FEB-74,ichim.mihai@info.ro,7.25,f
240,0,232BT1,Riscanu,Elena Paula,2,A5,12-MAR-74,riscanu.elena@info.ro,7,f
241,0,911DB7,Poputoaia,Valentin,3,B5,20-JUN-74,poputoaia.valentin@gmail.com,5.96,f
242,0,802CF4,Diaconu,Elena Gabriela,2,A5,04-JUN-74,diaconu.elena@info.ro,7.25,f
243,0,350MU1,Bejan,Manuela Antonia,2,B6,13-APR-74,bejan.manuela@info.ro,6.69,f
244,0,331OZ3,Carbune,Raluca Ilona,1,A6,12-NOV-74,carbune.raluca@gmail.com,7.25,f
245,0,260CZ2,Mutescu,Iolanda,1,B5,10-AUG-74,mutescu.iolanda@gmail.com,7,f
246,0,274ZY3,Grigoriu,Loredana,1,A4,23-OCT-74,grigoriu.loredana@gmail.com,6.63,f
247,0,601BG2,Gavrilovici,Alina,3,A1,26-SEP-74,gavrilovici.alina@info.ro,6.54,f
248,0,990DQ7,Netedu,Danut Andreas,2,B4,27-JAN-74,netedu.danut@info.ro,6.56,f
249,0,642GH7,Iovu,Antonia,3,A4,02-OCT-74,iovu.antonia@info.ro,6.75,f
250,0,942PT3,Stoian,Valeriu Mihai,1,B1,22-OCT-74,stoian.valeriu@info.ro,7.38,f
251,0,274TS0,Dascalu,Petru Gheorghe,2,A3,24-OCT-74,dascalu.petru@gmail.com,7.31,f
252,0,194OS7,Marinov,Delia Paula,1,B3,21-DEC-74,marinov.delia@info.ro,7.25,f
253,0,644VN4,Leon,Sebastian Iulian,2,A1,02-JUL-74,leon.sebastian@gmail.com,7,f
